state,key,svn,english,translation
CURRENT,bravenewsector_part4_rep3,3239,"Captain, you will need to begin the test and provide power for the entire journey so our test ship can reach the Andromeda Galaxy. This will require a significant amount of energy, more than what's needed to travel between sectors.",艦長，你需要開始測試，併爲整個旅程提供動力，這樣我們的測試飛船才能到達仙女座星系。這將需要大量的能量，比星區旅行所需的能量還要多。
CURRENT,bravenewsector_part4_rep4,3239,Please begin the test when you are ready.,請在準備就緒後開始測試。
CURRENT,bravenewsector_part4_objective_test,3239,Send the test ship to the Andromeda Galaxy,將試驗飛船送往仙女座星系
CURRENT,bravenewsector_part4_action_starttest,3239,Start Test,開始測試
CURRENT,bravenewsector_part4_reachandromeda_award,3239,ANDROMEDA REACHED,抵達仙女座
CURRENT,bravenewsector_part4_reachandromeda_caption,3239,Signal received from test ship,從試驗船接收到的信號
CURRENT,bravenewsector_part4_andromeda_bonus,3239,ANDROMEDA BONUS,仙女座獎金
CURRENT,bravenewsector_part4_andromeda_caption,3239,Payment for sending the test ship,發送測試船的報酬
CURRENT,bravenewsector_part4_rep5,3239,"Captain, the Stargate has received a signal from the Andromeda Galaxy.",艦長，星際之門收到了來自仙女座星系的信號。
CURRENT,bravenewsector_part4_rep6,3239,The test ship made it. The test was a complete and total success. This is a historic moment for all of mankind.,試驗飛船成功了。試驗取得了圓滿成功。這是全人類的歷史性時刻。
CURRENT,bravenewsector_part4_rep7,3239,It couldn't have been done without you Captain. Your industrial expertise and dedication to the project have been invaluable.,沒有你，艦長，就不可能完成任務。你的工業專業知識和對項目的奉獻精神非常寶貴。
CURRENT,bravenewsector_part4_rep8,3239,"Thank you Captain, your contribution will not be forgotten. Goodbye for now.",謝謝艦長，我們不會忘記您的貢獻。再見。
CURRENT,bravenewsector_part4_objective_wait,3239,Await further instructions,等待進一步指示
CURRENT,bravenewsector_part4_harken1,3239,"Captain, there are reports that the Andromeda Project are withholding access to the Stargate from any ships that aren't their own.",艦長，有報告說仙女座計劃拒絕任何非他們自己的飛船進入星際之門。
CURRENT,bravenewsector_part4_harken2,3239,"My sensors are detecting major fleet movements towards the Stargate, it looks like the Andromeda Project is aiming to secure their control over it.",我的傳感器探測到艦隊正向星際之門移動，看來仙女座計劃的目標是確保他們對星際之門的控制。
CURRENT,bravenewsector_part4_harken3,3239,"This is... concerning. Be careful, I don't like the look of this.",這......令人擔憂。小心點，我不喜歡這個樣子。
CURRENT,bravenewsector_part4_rep10,3239,The next stage of the project has begun. Our fleet has obtained full control over the Stargate and we are currently in the process of moving our workforce into the new galaxy.,項目的下一階段已經開始。我們的艦隊已經獲得了對星際之門的完全控制權，目前正在將我們的勞動力轉移到新的星系。
CURRENT,bravenewsector_part4_rep11,3239,"We will bring prosperity to all those who work with us. Speak to you soon, Captain. We may have some more work for you in the future.",我們將爲所有與我們合作的人帶來繁榮。回頭見，艦長。我們將來可能會有更多的工作給你。
CURRENT,bravenewsector_part4_testshipname,3239,Andromeda Test Ship MK.1,仙女座號試驗飛船 MK.1
CURRENT,thefinalstand_title,3239,The Final Stand,最後一戰
CURRENT,thefinalstand_summary,3239,Stop the Andromeda Project.,停止仙女座計劃
CURRENT,thefinalstand_harken1_intro,3239,"Captain! In direct violation of intergalactic law, the Andromeda Project has permanently closed access to the Stargate outside of their own ships. Billions of colonists have been stranded in the new sector, unable to return home.",艦長仙女座計劃直接違反了星際法 永久關閉了星際之門的入口 除了他們自己的飛船之外數以億計的殖民者被困在新的區域 無法回家
CURRENT,thefinalstand_harken2_intro,3239,"You are the only one outside of the Andromeda Project with access codes, please call back as soon as you can. They must be stopped.",你是仙女座計劃外唯一有密碼的人 請儘快回電必須阻止他們
CURRENT,thefinalstand_call_action,3239,Call Harken,致電哈肯
CURRENT,thefinalstand_andromedahq_name,3239,ANDROMEDA HQ,安多美達總部
CURRENT,thefinalstand_andromedaflagship_name,3239,ANDROMEDA FLAGSHIP,仙女座旗艦
CURRENT,thefinalstand_ai_name,3239,ANDROMEDA SHIP CONTROL,仙女座飛船控制
CURRENT,thefinalstand_harken1,3239,"Greetings Captain, I was worried you had taken their side in all of this.",你好，艦長，我還擔心你會站在他們那邊呢。
CURRENT,thefinalstand_objective_traveltoharken,3239,Travel to Harken,前往哈肯
CURRENT,thefinalstand_battleprep_2,3239,My officers have pin-pointed the position of their HQ. Upon arrival we expect to be met with heavy resistance from their private security forces.,我的軍官已經確定了他們總部的位置。我們抵達後，預計會遭到他們私人保安部隊的猛烈抵抗。
CURRENT,thefinalstand_battleprep_3,3239,I should be able to grab their attention away from your fleet while you get close and take control of the station.,我應該能把他們的注意力從你的艦隊上吸引過來，而你則靠近並控制空間站。
CURRENT,thefinalstand_battleprep_4,3239,"Good luck Captain, I'll see you on the battlefield.",祝你好運，艦長，我們戰場上見。
CURRENT,thefinalstand_objective_destroyhq,3239,Take control of the Andromeda Project HQ,控制仙女座計劃總部
CURRENT,thefinalstand_battleintro_rep1,3239,"I gave you a very clear warning, Captain. You could've had anything in the universe as our business partner.",我給過你很明確的警告，艦長。作爲我們的商業夥伴，你可以擁有宇宙中的任何東西。
CURRENT,thefinalstand_battleintro_rep2,3239,Now you must be destroyed.,現在，你必須被摧毀。
CURRENT,thefinalstand_battleintro_rep3,3239,It was a pleasure working with you.,很高興與您合作。
CURRENT,thefinalstand_battleintro_dogma1,3239,"This is DOGMA Private Security force, we are en-route to the disturbance. ETA: imminent.",這裏是DOGMA私人安保部隊，我們正在趕往騷亂現場。預計到達時間：即刻。
CURRENT,thefinalstand_battleintro_harken1,3239,There are multiple hostile signatures inbound on our position! You must get in close range of the HQ and upload the virus. I'll do my best to keep their ships off you.,有多個敵對信號正在接近我們的位置！你必須接近總部並上傳病毒。我會盡力不讓他們的飛船靠近你們。
CURRENT,thefinalstand_battleintro_harken2,3239,"They're about to arrive, hurry!",他們快到了，快點！
CURRENT,thefinalstand_objective_flytohq,3239,Fly close to the HQ,飛近總部
CURRENT,thefinalstand_objective_destroyhostiles,3239,Destroy remaining hostiles: *X,消滅剩餘的敵人：*X
CURRENT,thefinalstand_backdoor_action,3239,Trigger Backdoor,觸發後門
CURRENT,thefinalstand_battle_harken1,3239,Great work Captain! But my sensors are detecting a massive signature headi-,幹得好，艦長！但我的傳感器探測到一個巨大的信號正朝——
CURRENT,thefinalstand_boss_harken1,3239,I've lost both of my frigates Captain! I don't have enough firepower to win this!,我失去了兩艘護衛艦，艦長！我沒有足夠的火力取勝！
CURRENT,thefinalstand_objective_destroyboss,3239,Destroy the Andromeda Flagship,摧毀仙女座旗艦
CURRENT,thefinalstand_boss_overloadcaption,3239,OVERLOAD GENERATOR,過載發生器
CURRENT,thefinalstand_battleoutro_ship1,3239,DANGER: POWER SYSTEMS DETERIORATING. POWER GRID OVERLOADED.,危險：電力系統惡化。電網超負荷。
CURRENT,thefinalstand_battleoutro_rep1,3239,"I don't understand, how is that possible!?",我不明白，這怎麼可能！？
CURRENT,thefinalstand_battleoutro_ship2,3239,DANGER: GENERATOR STATUS CRITICAL.,危險：發電機狀態危急。
CURRENT,thefinalstand_battleoutro_rep2,3239,"Send all available power to railguns, set target to-",將所有可用能量輸送到軌道炮，設定目標——
CURRENT,thefinalstand_battleoutro_harken1,3239,"This is a message for Andromeda HQ. I am Commander Harken, Chief of Private Security for this sector, and I command you to stand down.",這是給仙女座總部的信息。我是哈肯指揮官，本星區的私人安保主管。我命令你們退下。
CURRENT,thefinalstand_battleoutro_harken2,3239,"The Andromeda Navy in this sector has been destroyed, you are now blockaded, there is nothing left to fight for.",這個星區的仙女座海軍已經被摧毀了，你們現在被封鎖了，沒有什麼可以爲之戰鬥的了。
CURRENT,thefinalstand_battleoutro_harken3,3239,"It's over, Captain. The Andromeda HQ will be placed under the jurisdiction of the Intergalactic Security Council while I make the necessary arrests. The access codes for the Stargate are back under your control.",結束了，艦長。仙女座總部將被置於星際安全委員會的管轄之下，同時我將進行必要的逮捕。星際之門的訪問代碼已重新由你控制。
CURRENT,thefinalstand_battleoutro_harken4,3239,The current leadership of the Andromeda Project will be dismantled and the new galaxy will be freed from their control.,仙女座計劃目前的領導層將被解散，新星系將擺脫他們的控制。
CURRENT,thefinalstand_battleoutro_harken5,3239,"You've proven that you can be trusted with control of the Stargate, so I'll leave it in your hands.",你已經證明了你是值得信賴的星際之門控制者，所以我把它交給你了。
CURRENT,thefinalstand_battleoutro_harken6,3239,"Goodbye Captain, and good luck with your new place in the galaxy.",再見，艦長，祝你在銀河系的新徵程一切順利。
CURRENT,hud_consumingperhour,3239,Consuming *X per day,日消耗 *X 
CURRENT,survey_captionmultiple,3239,*X ships surveying,*X 船舶測量
CURRENT,tutorial_radiationinstallinfuser,3239,Laser infusers are used to charge empty crystals with zeleon gas and will emit radiation to the surrounding area while powered.\n\nInstall the laser infuser in a clear area and power it.,激光注入器用於將Zeleon氣體充入空晶體，通電時會向周圍區域釋放輻射。\n\n將激光注入器安裝在一個空曠的區域併爲其通電。
CURRENT,tutorial_radiationsetupinfuser,3239,Let's set the laser infuser to use them to produce charged crystals.,讓我們設置激光注入器，用它們來生產充能水晶。
CURRENT,tutorial_radiationwaitforinputs,3239,The laser infuser is set to start making charged crystals! Laser infusers use Zeleon Energy Cells to charge the crystals.\n\nLet's wait for it to begin charging crystals.,激光注入器已設定開始製造充能水晶！激光注入器使用Zeleon能量電池爲晶體充電。\n\n讓我們等待它開始爲晶體充電。
CURRENT,tutorial_surveystartsectorsurvey,3239,Sector scans search for areas of interest in the sector around the system your ship is located in.\n\nThe scan will stop after it has completed. Only one ship in a system can do a sector scan.\n\nClick the button to begin a sector scan.,星區掃描會在您飛船所在星系周圍的星區中搜索興趣點。\n\n掃描完成後將停止。一個星系中只能有一艘飛船進行星區掃描。\n\n點擊按鈕開始星區掃描。
CURRENT,tutorial_surveystartlocalsurvey,3239,Areas of interest will expire after some time if they are not surveyed. Multiple ships can contribute towards a local survey.\n\nClick on the point of interest to begin the local survey.,如果不進行勘測，興趣點將在一段時間後失效。多艘飛船可以共同進行本地勘測。\n\n點擊興趣點開始本地勘測。
CURRENT,bravenewsector_part2_x4,3239,"Please don't let that happen Captain. So much of my life and so many of my projects have been done purely for profit, I can't let this become one of them. As a safeguard against the Andromeda Project, I have installed a back-door that allows you to take control of the Stargate and any devices commanding it.",請不要讓這種事發生，艦長。我的一生和許多項目都是純粹爲了利益而做的，我不能讓這個項目也變成那樣。爲了防備仙女座計劃，我安裝了一個後門，可以讓你控制星際之門和任何指揮它的裝置。
CURRENT,bravenewsector_part2_x5,3239,Please use it if they restrict the use of the Stargate for their own gain.,如果他們爲了自己的利益而限制使用星際之門，請使用它。
CURRENT,stargate_power_fraction,3239,*X / *Y MW,*X / *Y MW
CURRENT,blackhole_part1_setup7,3239,"I need materials to synthesise the resources we need.  You can help me with this, while I work on the calculations. I'll need Hyperspace Isotopes - you should be able to collect them easily enough, but you'll need to acquire a Hyperspace Scoop and a tank to store the isotopes in first.",我需要材料來合成我們需要的資源。在我進行計算的時候，您可以幫我這個忙。我需要超空間同位素——您應該很容易就能收集到，但您需要先獲得一個超空間收集器和一個儲存同位素的儲罐。
CURRENT,settings_credits,3149,CREDITS,致謝
CURRENT,newmainmenu_savetosteamcloud_tooltip,3149,The game will be saved to Steam Cloud when enabled. A warning will show if the save fails.,啓用後，遊戲存檔將上傳至 Steam 雲。如果保存失敗，將會顯示警告。
CURRENT,newmainmenu_saveoptions,3149,Save Options,存檔選項
CURRENT,hud_tooltip_switchflooring,3149,[{RotateObject}] Switch flooring style,[{RotateObject}] 切換地板風格
CURRENT,hud_tooltip_currentflooring,3149,Current style: *X,目前的風格*X
CURRENT,hud_tooltip_gratedflooring,3149,Grated,格柵
CURRENT,hud_tooltip_normalflooring,3149,Normal,普通
CURRENT,hud_hull_integrity,3149,HULL,船體
CURRENT,hud_power_battery,3149,BATTERY,電池
CURRENT,hud_power_powershortage,3149,POWER SHORTAGE,電力短缺
CURRENT,hud_idlecrew,3149,Idle Crew,空閒船員
CURRENT,hud_dehydrationperperson,3149,Dehydration *X per person,每人脫水速度 *X 
CURRENT,hud_hungerperperson,3149,Hunger *X per person,每人飢餓速度 *X 
CURRENT,hud_byauthor,3149,BY *X,作者：*X
CURRENT,communicator_newobjective,3149,NEW OBJECTIVE,新目標
CURRENT,galaxymap_stargate,3149,STARGATE,星際之門
CURRENT,trade_canceltrade,3149,CANCEL TRADE AND REFUND,取消交易並退款
CURRENT,trade_refundvalue,3149,REFUND VALUE,退款金額
