state,key,svn,english,translation
CURRENT,thefinalstand_battle_rep1,3244,Commander Harken! I see that my first fleet has failed to deal with you. I suppose if I want something done properly I should do it myself.,哈肯指挥官看来我的第一支舰队没能对付你我想，如果我想把事情办好，就应该亲自动手。
CURRENT,newmainmenu_continue,3239,CONTINUE GAME,继续游戏
CURRENT,hud_ftlshipblockedfromftl,3239,Ship cannot enter hyperspace with your fleet,舰船无法随舰队进入超空间
CURRENT,hud_window_interstellarlogistics,3239,INTERSTELLAR LOGISTICS,星际物流
CURRENT,andromeda_travel,3239,ANDROMEDA JOURNEY,仙女座之旅
CURRENT,trade_autohireat,3239,HIRE BELOW,自动雇佣下限
CURRENT,trade_autosackat,3239,SACK ABOVE,自动解雇上限
CURRENT,trade_autoembarkat,3239,EMBARK BELOW,自动登舰下限
CURRENT,trade_autodisembarkat,3239,DISEMBARK BELOW,自动离舰下限
CURRENT,trade_tooltip_hire,3239,[LMB] Hire,[左键] 雇佣
CURRENT,trade_tooltip_embark,3239,[LMB] Embark,[左键] 登舰
CURRENT,trade_tooltip_disembark,3239,[LMB] Disembark,[左键] 离舰
CURRENT,trade_hiring,3239,Hiring *X,正在雇佣 *X
CURRENT,trade_embarking,3239,Embarking *X,正在登舰 *X
CURRENT,trade_disembarking,3239,Disembarking *X,正在离舰 *X
CURRENT,trade_order_hire_on_sell_screen,3239,(HIRE *X),(雇佣 *X)
CURRENT,trade_order_embark_on_sell_screen,3239,(EMBARK *X),(登舰 *X)
CURRENT,trade_order_sell_on_buy_screen,3239,(SELL *X),(出售 *X)
CURRENT,trade_order_sack_on_buy_screen,3239,(SACK *X),(解雇 *X)
CURRENT,trade_order_disembark_on_buy_screen,3239,(DISEMBARK *X),(离舰 *X)
CURRENT,trade_hire,3239,HIRE,雇佣
CURRENT,trade_embark,3239,EMBARK,登舰
CURRENT,trade_disembark,3239,DISEMBARK,离舰
CURRENT,techtree_node_title_atmosphericprocessing,3239,Atmospheric Processing,大气处理
CURRENT,techtree_node_caption_atmosphericprocessing,3239,Unlocks schematics for hardware required to maintain a breathable atmosphere,解锁维持可呼吸大气所需的硬件原理图
CURRENT,techtree_node_title_atmosphericprocessing2,3239,Atmospheric Processing 2,大气处理 2
CURRENT,techtree_node_caption_atmosphericprocessing2,3239,Unlocks more schematics for hardware required to maintain a breathable atmosphere,解锁更多维持可呼吸大气所需的硬件原理图
CURRENT,techtree_node_title_wasteprocessing,3239,Waste Processing,废物处理
CURRENT,techtree_node_caption_wasteprocessing,3239,Unlocks schematics for hardware to capture and reprocess human waste,解锁收集和再处理人类废物的硬件原理图
CURRENT,special_advancedlogistics,3239,Interstellar Logistics,星际物流
CURRENT,tactical_dockingassistant,3239,DOCKING ASSIST,停泊辅助系统
CURRENT,tactical_fleetformation,3239,FLEET FORMATION,舰队编组
CURRENT,tactical_fleetcombat,3239,FLEET COMBAT AI,舰队战斗 AI
CURRENT,tactical_on,3239,ON,开启
CURRENT,tactical_off,3239,OFF,关闭
CURRENT,tactical_tooltip_dockingassistant,3239,"When enabled, the Docking Assistant will perform the final maneuovers required to dock your ship with another, once you are close enough.\n\nIt is recommended you disable Fleet Formation when attempting to dock.",启用该功能后，一旦您的飞船与另一艘飞船靠得足够近，对接助手就会执行对接所需的最后机动操作。\n\n建议您在尝试对接时禁用舰队编队功能。
CURRENT,tactical_tooltip_fleetformation,3239,"When enabled, all of the fleet ships within a system will fly together in close formation, following the lead of whichever ship you are directly controlling.",启用该功能后，系统内的所有舰队飞船都将以紧密编队的方式飞行，跟随您直接控制的飞船前进。
CURRENT,tactical_tooltip_fleetcombat,3239,"When enabled, your other fleet ships will take care of themselves during combat, moving to optimal range and engaging as best they can.",启用后，其他舰队战舰会在战斗中照顾好自己，移动到最佳射程并尽最大可能进行交战。
CURRENT,tactical_tooltip_weapon,3239,[LMB] Select weapon\n[SHIFT-LMB] Select multiple weapons\n[RMB] Clear current target,[左键] 选择武器\n[SHIFT-左键] 选择多个武器\n[右键] 清除当前目标
CURRENT,tactical_tooltip_auto,3239,AUTO-TARGETTING\n[LMB] Enable auto-targetting\n[RMB] Disable auto-targetting,自动瞄准\n[左键] 启用自动瞄准\n[右键] 禁用自动瞄准
CURRENT,logistics_tooltip_add,3239,[LMB] Add,[左键] 添加
CURRENT,logistics_tooltip_remove_rmb,3239,[RMB] Remove,[右键] 删除
CURRENT,logistics_tooltip_cancel,3239,[RMB] Cancel,[右键] 取消
CURRENT,logistics_tooltip_shift,3239,[SHIFT] x5,[SHIFT] x5
CURRENT,logistics_tooltip_control,3239,[CTRL] x50,[CTRL] x50
CURRENT,advancedlogisticswindow_title,3239,INTERSTELLAR LOGISTICS,星际物流
CURRENT,logistics_system_select,3239,LOCATION,地点
CURRENT,logistics_create_order,3239,Create Order,创建订单
CURRENT,logistics_loop,3239,Loop,循环
CURRENT,logistics_order_none,3239,Order Type,订单类型
CURRENT,logistics_order_mine,3239,Mine,采矿
CURRENT,logistics_order_collect,3239,Collect Gas,收集气体
CURRENT,logistics_order_buy,3239,Buy,购买
CURRENT,logistics_order_sell,3239,Sell,出售
CURRENT,logistics_order_transferto,3239,Transfer To,转运至
CURRENT,logistics_order_transferfrom,3239,Transfer From,转运自
CURRENT,logistics_condition_none,3239,Amount,数量
CURRENT,logistics_condition_quantity,3239,Quantity,数量
CURRENT,logistics_condition_stacks,3239,Stacks,堆叠
CURRENT,logistics_condition_containers,3239,Containers,容器
CURRENT,logistics_condition_allbut,3239,All But,保留
CURRENT,logistics_condition_storagefull,3239,Until Storage Full,直到存储满
CURRENT,logistics_condition_all,3239,All Available,全部可用
CURRENT,logistics_condition_time,3239,Minutes,分钟
CURRENT,logistics_transferto_none,3239,DESTINATION SHIP,目标飞船
CURRENT,logistics_transferfrom_none,3239,SOURCE SHIP,来源飞船
CURRENT,logistics_item_none,3239,Select Item,选择项目
CURRENT,logistics_stuck_default,3239,Orders stuck,订单被卡住
CURRENT,logistics_stuck_invalidsystem,3239,System S*X does not exist,星系 S*X 不存在
CURRENT,logistics_stuck_invalidlayer,3239,Ship L*X does not exist,飞船 L*X 不存在
CURRENT,logistics_stuck_equipment,3239,L*X does not have a working R*Y,L*X 没有可用的 R*Y
CURRENT,logistics_stuck_resources,3239,L*X does not have any R*Ys,L*X 没有任何 R*Y
CURRENT,logistics_stuck_patches,3239,System S*X does not have any R*Y to mine,星系 S*X 没有任何 R*Y 可供开采
CURRENT,logistics_stuck_gas,3239,System S*X does not have any R*Y to collect,星系 S*X 没有任何 R*Y 可供收集
CURRENT,logistics_stuck_tradingpost,3239,System S*X does not have a trading post,星系 S*X 没有贸易站
CURRENT,logistics_stuck_resourcestosell,3239,L*X does not have any R*Y to sell,L*X 没有任何 R*Y 可供出售
CURRENT,logistics_stuck_stargate,3239,Stargate is not ready for jump,星际之门尚未做好跳跃准备
CURRENT,logistics_status_notrunning,3239,No order currently running,目前没有订单
CURRENT,logistics_status_travelling,3239,Travelling to system S*X,前往星系 S*X
CURRENT,logistics_status_mining,3239,Mined *X R*Y,已开采 *X R*Y
CURRENT,logistics_status_miningstacks,3239,(*X/*Y stacks),(*X/*Y 堆叠)
CURRENT,logistics_status_miningstacks1,3239,(*X stacks),(*X 堆叠)
CURRENT,logistics_status_collect,3239,Collected *X R*Y,已收集 *X R*Y
CURRENT,logistics_status_collectcontainers,3239,(*X/*Y containers),(*X/*Y 容器)
CURRENT,logistics_status_collectcontainers1,3239,(*X containers),(*X 容器)
CURRENT,logistics_status_transferto,3239,Transfering *X R*Y to L*Z,正在将 *X R*Y 转运至 L*Z
CURRENT,logistics_status_transferfrom,3239,Transfering *X R*Y from L*Z,正在从 L*Z 转运 *X R*Y
CURRENT,logistics_status_buy,3239,Bought *X R*Y for $*Z,以 $*Z 购买了 *X R*Y
CURRENT,logistics_status_sell,3239,Sold *X R*Y for $*Z,以 $*Z 出售了 *X R*Y
CURRENT,logistics_status_notlooping,3239,Finished execution (not looping),执行完毕（不循环）
CURRENT,logistics_status_time1,3239,in *X:*Y,剩余 *X:*Y
CURRENT,logistics_status_time2,3239,in *X:0*Y,剩余 *X:0*Y
CURRENT,logistics_status_time3,3239,in 0*X:*Y,剩余 0*X:*Y
CURRENT,logistics_status_time4,3239,in 0*X:0*Y,剩余 0*X:0*Y
CURRENT,order_advancedlogistics,3239,Interstellar Logistics,星际物流
CURRENT,mission_objective_done,3239,DONE,完成
CURRENT,alert_type_interstellarlogistics,3239,INTERSTELLAR LOGISTICS,星际物流
CURRENT,alert_type_interstellarlogistics_caption,3239,Orders stuck,订单滞留
CURRENT,stargate_startandromedajump,3239,TEST ANDROMEDA JUMP,测试仙女座跳跃
CURRENT,stargate_power_tooltip,3239,POWER REQUIRED: *X MW,所需功率：*X MW
CURRENT,stargate_distance_travelled,3239,*X kly REMAINING,剩余 *X 千光年
CURRENT,stargate_journey_completed,3239,*X% COMPLETED,已完成 *X%
CURRENT,stargate_sell,3239,SELL ALL (*X FOR *Y),全部出售 (*X 换取 *Y)
CURRENT,stargate_price_per_unit,3239,*X PER UNIT,单价 *X
CURRENT,stargate_total_price,3239,*X TOTAL,总计 *X
CURRENT,stargate_award_complete_title,3239,STARGATE COMPLETED,星际之门已建成
CURRENT,stargate_award_complete_subtitle,3239,All phases completed,所有阶段均已完成
CURRENT,tutorial_radiationselectfriendly,3239,"First, select a friendly ship with a laser infuser available.",首先，选择一艘装有激光注入器的友方飞船。
CURRENT,blackhole_objective_tank,3239,Acquire a Storage Tank,获得一个储罐
CURRENT,blackhole_objective_storagetank,3239,Connect a tank to the Hyperspace Scoop,将储罐连接到超空间收集器
CURRENT,blackhole_objective_loader,3239,Connect a Loader to the tank,将装载器连接到储罐
CURRENT,blackhole_objective_unloadloader,3239,Set the Loader to UNLOAD,将装载器设置为卸载
CURRENT,dsi_part2_dogmavessel1,3239,D.O.G.M.A Spartan,D.O.G.M.A 斯巴达人
CURRENT,dsi_part2_dogmavessel2,3239,D.O.G.M.A Citadel,D.O.G.M.A 城堡
CURRENT,dsi_part2_dogmavessel3,3239,D.O.G.M.A Centurion,D.O.G.M.A 百夫长
CURRENT,bravenewsector_part4_title,3239,"Brave New Sector, Part 4",勇敢新星区，第四部分
CURRENT,bravenewsector_part4_summary,3239,Complete the final test.,完成最终测试。
CURRENT,bravenewsector_part4_intro,3239,"Captain, preparations have concluded for the final Stargate test. We are ready to send a ship to the Andromeda Galaxy. Please call us when you are ready.",舰长，最后一次星际之门测试的准备工作已经结束。我们准备好向仙女座星系派遣飞船了。准备好后请通知我们。
CURRENT,bravenewsector_part4_call_action,3239,Call the Representative,致电代表
CURRENT,bravenewsector_part4_rep1,3239,The materials you provided to us have been fitted to the Stargate. It is fully functional and ready to test.,您提供的材料已经安装到星际之门上。它功能齐全，可以进行测试。
CURRENT,bravenewsector_part4_rep2,3239,This is a monumental moment in the history of our species. If this test is successful the Andromeda Project will be the first entity to send mankind to another galaxy.,这是我们人类历史上的重要时刻。如果试验成功，仙女座计划将成为第一个把人类送往另一个星系的组织。
CURRENT,bravenewsector_part4_rep3,3239,"Captain, you will need to begin the test and provide power for the entire journey so our test ship can reach the Andromeda Galaxy. This will require a significant amount of energy, more than what's needed to travel between sectors.",舰长，你需要开始测试，并为整个旅程提供动力，这样我们的测试飞船才能到达仙女座星系。这将需要大量的能量，比星区旅行所需的能量还要多。
CURRENT,bravenewsector_part4_rep4,3239,Please begin the test when you are ready.,请在准备就绪后开始测试。
CURRENT,bravenewsector_part4_objective_test,3239,Send the test ship to the Andromeda Galaxy,将试验飞船送往仙女座星系
CURRENT,bravenewsector_part4_action_starttest,3239,Start Test,开始测试
CURRENT,bravenewsector_part4_reachandromeda_award,3239,ANDROMEDA REACHED,抵达仙女座
CURRENT,bravenewsector_part4_reachandromeda_caption,3239,Signal received from test ship,从试验船接收到的信号
CURRENT,bravenewsector_part4_andromeda_bonus,3239,ANDROMEDA BONUS,仙女座奖金
CURRENT,bravenewsector_part4_andromeda_caption,3239,Payment for sending the test ship,发送测试船的报酬
CURRENT,bravenewsector_part4_rep5,3239,"Captain, the Stargate has received a signal from the Andromeda Galaxy.",舰长，星际之门收到了来自仙女座星系的信号。
CURRENT,bravenewsector_part4_rep6,3239,The test ship made it. The test was a complete and total success. This is a historic moment for all of mankind.,试验飞船成功了。试验取得了圆满成功。这是全人类的历史性时刻。
CURRENT,bravenewsector_part4_rep7,3239,It couldn't have been done without you Captain. Your industrial expertise and dedication to the project have been invaluable.,没有你，舰长，就不可能完成任务。你的工业专业知识和对项目的奉献精神非常宝贵。
CURRENT,bravenewsector_part4_rep8,3239,"Thank you Captain, your contribution will not be forgotten. Goodbye for now.",谢谢舰长，我们不会忘记您的贡献。再见。
CURRENT,bravenewsector_part4_objective_wait,3239,Await further instructions,等待进一步指示
CURRENT,bravenewsector_part4_harken1,3239,"Captain, there are reports that the Andromeda Project are withholding access to the Stargate from any ships that aren't their own.",舰长，有报告说仙女座计划拒绝任何非他们自己的飞船进入星际之门。
CURRENT,bravenewsector_part4_harken2,3239,"My sensors are detecting major fleet movements towards the Stargate, it looks like the Andromeda Project is aiming to secure their control over it.",我的传感器探测到舰队正向星际之门移动，看来仙女座计划的目标是确保他们对星际之门的控制。
CURRENT,bravenewsector_part4_harken3,3239,"This is... concerning. Be careful, I don't like the look of this.",这......令人担忧。小心点，我不喜欢这个样子。
CURRENT,bravenewsector_part4_rep10,3239,The next stage of the project has begun. Our fleet has obtained full control over the Stargate and we are currently in the process of moving our workforce into the new galaxy.,项目的下一阶段已经开始。我们的舰队已经获得了对星际之门的完全控制权，目前正在将我们的劳动力转移到新的星系。
CURRENT,bravenewsector_part4_rep11,3239,"We will bring prosperity to all those who work with us. Speak to you soon, Captain. We may have some more work for you in the future.",我们将为所有与我们合作的人带来繁荣。回头见，舰长。我们将来可能会有更多的工作给你。
CURRENT,bravenewsector_part4_testshipname,3239,Andromeda Test Ship MK.1,仙女座号试验飞船 MK.1
CURRENT,thefinalstand_title,3239,The Final Stand,最后一战
CURRENT,thefinalstand_summary,3239,Stop the Andromeda Project.,停止仙女座计划
CURRENT,thefinalstand_harken1_intro,3239,"Captain! In direct violation of intergalactic law, the Andromeda Project has permanently closed access to the Stargate outside of their own ships. Billions of colonists have been stranded in the new sector, unable to return home.",舰长仙女座计划直接违反了星际法 永久关闭了星际之门的入口 除了他们自己的飞船之外数以亿计的殖民者被困在新的区域 无法回家
CURRENT,thefinalstand_harken2_intro,3239,"You are the only one outside of the Andromeda Project with access codes, please call back as soon as you can. They must be stopped.",你是仙女座计划外唯一有密码的人 请尽快回电必须阻止他们
CURRENT,thefinalstand_call_action,3239,Call Harken,致电哈肯
CURRENT,thefinalstand_andromedahq_name,3239,ANDROMEDA HQ,安多美达总部
CURRENT,thefinalstand_andromedaflagship_name,3239,ANDROMEDA FLAGSHIP,仙女座旗舰
CURRENT,thefinalstand_ai_name,3239,ANDROMEDA SHIP CONTROL,仙女座飞船控制
CURRENT,thefinalstand_harken1,3239,"Greetings Captain, I was worried you had taken their side in all of this.",你好，舰长，我还担心你会站在他们那边呢。
CURRENT,thefinalstand_objective_traveltoharken,3239,Travel to Harken,前往哈肯
CURRENT,thefinalstand_battleprep_2,3239,My officers have pin-pointed the position of their HQ. Upon arrival we expect to be met with heavy resistance from their private security forces.,我的军官已经确定了他们总部的位置。我们抵达后，预计会遭到他们私人保安部队的猛烈抵抗。
CURRENT,thefinalstand_battleprep_3,3239,I should be able to grab their attention away from your fleet while you get close and take control of the station.,我应该能把他们的注意力从你的舰队上吸引过来，而你则靠近并控制空间站。
CURRENT,thefinalstand_battleprep_4,3239,"Good luck Captain, I'll see you on the battlefield.",祝你好运，舰长，我们战场上见。
CURRENT,thefinalstand_objective_destroyhq,3239,Take control of the Andromeda Project HQ,控制仙女座计划总部
CURRENT,thefinalstand_battleintro_rep1,3239,"I gave you a very clear warning, Captain. You could've had anything in the universe as our business partner.",我给过你很明确的警告，舰长。作为我们的商业伙伴，你可以拥有宇宙中的任何东西。
CURRENT,thefinalstand_battleintro_rep2,3239,Now you must be destroyed.,现在，你必须被摧毁。
CURRENT,thefinalstand_battleintro_rep3,3239,It was a pleasure working with you.,很高兴与您合作。
CURRENT,thefinalstand_battleintro_dogma1,3239,"This is DOGMA Private Security force, we are en-route to the disturbance. ETA: imminent.",这里是DOGMA私人安保部队，我们正在赶往骚乱现场。预计到达时间：即刻。
CURRENT,thefinalstand_battleintro_harken1,3239,There are multiple hostile signatures inbound on our position! You must get in close range of the HQ and upload the virus. I'll do my best to keep their ships off you.,有多个敌对信号正在接近我们的位置！你必须接近总部并上传病毒。我会尽力不让他们的飞船靠近你们。
CURRENT,thefinalstand_battleintro_harken2,3239,"They're about to arrive, hurry!",他们快到了，快点！
CURRENT,thefinalstand_objective_flytohq,3239,Fly close to the HQ,飞近总部
CURRENT,thefinalstand_objective_destroyhostiles,3239,Destroy remaining hostiles: *X,消灭剩余的敌人：*X
CURRENT,thefinalstand_backdoor_action,3239,Trigger Backdoor,触发后门
CURRENT,thefinalstand_battle_harken1,3239,Great work Captain! But my sensors are detecting a massive signature headi-,干得好，舰长！但我的传感器探测到一个巨大的信号正朝——
CURRENT,thefinalstand_boss_harken1,3239,I've lost both of my frigates Captain! I don't have enough firepower to win this!,我失去了两艘护卫舰，舰长！我没有足够的火力取胜！
CURRENT,thefinalstand_objective_destroyboss,3239,Destroy the Andromeda Flagship,摧毁仙女座旗舰
CURRENT,thefinalstand_boss_overloadcaption,3239,OVERLOAD GENERATOR,过载发生器
CURRENT,thefinalstand_battleoutro_ship1,3239,DANGER: POWER SYSTEMS DETERIORATING. POWER GRID OVERLOADED.,危险：电力系统恶化。电网超负荷。
CURRENT,thefinalstand_battleoutro_rep1,3239,"I don't understand, how is that possible!?",我不明白，这怎么可能！？
CURRENT,thefinalstand_battleoutro_ship2,3239,DANGER: GENERATOR STATUS CRITICAL.,危险：发电机状态危急。
CURRENT,thefinalstand_battleoutro_rep2,3239,"Send all available power to railguns, set target to-",将所有可用能量输送到轨道炮，设定目标——
CURRENT,thefinalstand_battleoutro_harken1,3239,"This is a message for Andromeda HQ. I am Commander Harken, Chief of Private Security for this sector, and I command you to stand down.",这是给仙女座总部的信息。我是哈肯指挥官，本星区的私人安保主管。我命令你们退下。
CURRENT,thefinalstand_battleoutro_harken2,3239,"The Andromeda Navy in this sector has been destroyed, you are now blockaded, there is nothing left to fight for.",这个星区的仙女座海军已经被摧毁了，你们现在被封锁了，没有什么可以为之战斗的了。
CURRENT,thefinalstand_battleoutro_harken3,3239,"It's over, Captain. The Andromeda HQ will be placed under the jurisdiction of the Intergalactic Security Council while I make the necessary arrests. The access codes for the Stargate are back under your control.",结束了，舰长。仙女座总部将被置于星际安全委员会的管辖之下，同时我将进行必要的逮捕。星际之门的访问代码已重新由你控制。
CURRENT,thefinalstand_battleoutro_harken4,3239,The current leadership of the Andromeda Project will be dismantled and the new galaxy will be freed from their control.,仙女座计划目前的领导层将被解散，新星系将摆脱他们的控制。
CURRENT,thefinalstand_battleoutro_harken5,3239,"You've proven that you can be trusted with control of the Stargate, so I'll leave it in your hands.",你已经证明了你是值得信赖的星际之门控制者，所以我把它交给你了。
CURRENT,thefinalstand_battleoutro_harken6,3239,"Goodbye Captain, and good luck with your new place in the galaxy.",再见，舰长，祝你在银河系的新征程一切顺利。
CURRENT,hud_consumingperhour,3239,Consuming *X per day,"日消耗 *X "
CURRENT,survey_captionmultiple,3239,*X ships surveying,*X 船舶测量
CURRENT,tutorial_radiationinstallinfuser,3239,Laser infusers are used to charge empty crystals with zeleon gas and will emit radiation to the surrounding area while powered.\n\nInstall the laser infuser in a clear area and power it.,激光注入器用于将Zeleon气体充入空晶体，通电时会向周围区域释放辐射。\n\n将激光注入器安装在一个空旷的区域并为其通电。
CURRENT,tutorial_radiationsetupinfuser,3239,Let's set the laser infuser to use them to produce charged crystals.,让我们设置激光注入器，用它们来生产充能水晶。
CURRENT,tutorial_radiationwaitforinputs,3239,The laser infuser is set to start making charged crystals! Laser infusers use Zeleon Energy Cells to charge the crystals.\n\nLet's wait for it to begin charging crystals.,激光注入器已设定开始制造充能水晶！激光注入器使用Zeleon能量电池为晶体充电。\n\n让我们等待它开始为晶体充电。
CURRENT,tutorial_surveystartsectorsurvey,3239,Sector scans search for areas of interest in the sector around the system your ship is located in.\n\nThe scan will stop after it has completed. Only one ship in a system can do a sector scan.\n\nClick the button to begin a sector scan.,星区扫描会在您飞船所在星系周围的星区中搜索兴趣点。\n\n扫描完成后将停止。一个星系中只能有一艘飞船进行星区扫描。\n\n点击按钮开始星区扫描。
CURRENT,tutorial_surveystartlocalsurvey,3239,Areas of interest will expire after some time if they are not surveyed. Multiple ships can contribute towards a local survey.\n\nClick on the point of interest to begin the local survey.,如果不进行勘测，兴趣点将在一段时间后失效。多艘飞船可以共同进行本地勘测。\n\n点击兴趣点开始本地勘测。
CURRENT,bravenewsector_part2_x4,3239,"Please don't let that happen Captain. So much of my life and so many of my projects have been done purely for profit, I can't let this become one of them. As a safeguard against the Andromeda Project, I have installed a back-door that allows you to take control of the Stargate and any devices commanding it.",请不要让这种事发生，舰长。我的一生和许多项目都是纯粹为了利益而做的，我不能让这个项目也变成那样。为了防备仙女座计划，我安装了一个后门，可以让你控制星际之门和任何指挥它的装置。
CURRENT,bravenewsector_part2_x5,3239,Please use it if they restrict the use of the Stargate for their own gain.,如果他们为了自己的利益而限制使用星际之门，请使用它。
CURRENT,stargate_power_fraction,3239,*X / *Y MW,*X / *Y MW
CURRENT,blackhole_part1_setup7,3239,"I need materials to synthesise the resources we need.  You can help me with this, while I work on the calculations. I'll need Hyperspace Isotopes - you should be able to collect them easily enough, but you'll need to acquire a Hyperspace Scoop and a tank to store the isotopes in first.",我需要材料来合成我们需要的资源。在我进行计算的时候，您可以帮我这个忙。我需要超空间同位素——您应该很容易就能收集到，但您需要先获得一个超空间收集器和一个储存同位素的储罐。
CURRENT,settings_credits,3149,CREDITS,致谢
CURRENT,newmainmenu_savetosteamcloud_tooltip,3149,The game will be saved to Steam Cloud when enabled. A warning will show if the save fails.,启用后，游戏存档将上传至 Steam 云。如果保存失败，将会显示警告。
CURRENT,newmainmenu_saveoptions,3149,Save Options,存档选项
CURRENT,hud_tooltip_switchflooring,3149,[{RotateObject}] Switch flooring style,[{RotateObject}] 切换地板风格
CURRENT,hud_tooltip_currentflooring,3149,Current style: *X,目前的风格*X
CURRENT,hud_tooltip_gratedflooring,3149,Grated,格栅
CURRENT,hud_tooltip_normalflooring,3149,Normal,普通
CURRENT,hud_hull_integrity,3149,HULL,船体
CURRENT,hud_power_battery,3149,BATTERY,电池
CURRENT,hud_power_powershortage,3149,POWER SHORTAGE,电力短缺
CURRENT,hud_idlecrew,3149,Idle Crew,空闲船员
CURRENT,hud_dehydrationperperson,3149,Dehydration *X per person,"每人脱水速度 *X "
CURRENT,hud_hungerperperson,3149,Hunger *X per person,"每人饥饿速度 *X "
CURRENT,hud_byauthor,3149,BY *X,作者：*X
CURRENT,communicator_newobjective,3149,NEW OBJECTIVE,新目标
CURRENT,galaxymap_stargate,3149,STARGATE,星际之门
CURRENT,trade_canceltrade,3149,CANCEL TRADE AND REFUND,取消交易并退款
CURRENT,trade_refundvalue,3149,REFUND VALUE,退款金额
CURRENT,trade_cancellationcost,3149,CANCELLATION COST,取消费用
CURRENT,trade_partiallyfilled,3149,PARTIALLY FILLED,部分完成
CURRENT,trade_incompletecomponent,3149,INCOMPLETE COMPONENT,未完成组件
CURRENT,trade_removeincomplete,3149,REMOVE INCOMPLETE,移除未完成项
CURRENT,trade_removepartiallyfilled,3149,REMOVE PARTIALLY FILLED,移除部分完成项
CURRENT,trade_order_normal,3149,(*X),(*X)
